Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación;mensaje_completo;categoria_predicha;prioridad_predicha
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-05-05 16:58:05;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;cliente no esta;;;;2024-01-01 20:17:51;hashtag;1;solicitud conductor cliente no esta;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancela en el lugar;;;;2024-05-05 07:33:53;hashtag;1;solicitud conductor cancela en el lugar;problemas con el viaje;Alta
ktaxi;riobamba;solicitud conductor;no sale cliente;desde web: nos comunicamos con el usuario y le recordamos el uso correcto de la aplicación;;;2024-02-10 04:41:55;hashtag;2;solicitud conductor no sale cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mala actitud;;;;2024-02-02 10:42:05;hashtag;1;solicitud conductor mala actitud;problemas de comportamiento;Urgente
clipp;riobamba;solicitud cliente;"precio exesivo; mal servicio";desde web: se le llamo al cliente y se le pidió disculpas por lo sucedido y también se le llamo al conductor y se le advirtió que debe ser amable con los clientes y tener buena actitud y dar buen servicio.;;;2024-04-08 22:42:25;hashtag;1;"solicitud cliente precio exesivo; mal servicio";problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pésimo cliente hizo venir de por gusto y ahora dice que ya no se quiere ir que ya ha encontrado otro carro para irse como que ahora todo genera costos de movilización dejando de hacer otras carreras uno viene a verle;;;;2024-03-01 15:28:22;hashtag;1;solicitud conductor pésimo cliente hizo venir de por gusto y ahora dice que ya no se quiere ir que ya ha encontrado otro carro para irse como que ahora todo genera costos de movilización dejando de hacer otras carreras uno viene a verle;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud cliente;pésimo servicio, llega tarde, cobra de más no prende el taxímetro;;;;2024-02-21 14:42:38;hashtag;1;solicitud cliente pésimo servicio, llega tarde, cobra de más no prende el taxímetro;problemas con el pago;Inmediata
ktaxi;loja;solicitud conductor;cliente no esta listo;;;;2024-01-26 15:29:54;hashtag;1;solicitud conductor cliente no esta listo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-16 09:15:53;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancela la solicitud al llegar;desde web: no hay mayor número de carreras canceladas;;;2024-01-22 10:44:17;hashtag;1;solicitud conductor cancela la solicitud al llegar;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mal.cliente no espera la unidad;;;;2024-04-24 07:06:25;hashtag;1;solicitud conductor mal.cliente no espera la unidad;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;nunca llego;desde web: se notifica al conductor que debe atender la solicitud aceptada en caso de no poder brindar el servicio le comunique al cliente.;;;2024-01-13 07:51:51;hashtag;1;solicitud cliente nunca llego;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancela;;;;2024-02-25 16:20:11;hashtag;1;solicitud conductor cancela;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-24 02:10:05;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente se encuentra en otra ubicación;;;;2024-04-19 19:23:39;hashtag;1;solicitud conductor el cliente se encuentra en otra ubicación;problemas con el viaje;Alta
ktaxi;loja;pre-registro;#0102856119  #estoydispuestoalcambio  #quieroserconductor | estaba suspendido por que no pague el mes de diciembre;;-2.902667;-78.998721;2024-01-06 13:09:43;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0;pre-registro #0102856119  #estoydispuestoalcambio  #quieroserconductor | estaba suspendido por que no pague el mes de diciembre;mensaje de operador;Baja
ktaxi;;pre-registro;#5138847  #estoydispuestoalcambio  #quieroserconductor | taxi para tarija ciudad:tarija  |;se pasa a op tarija;-21.500681;-64.715919;2024-01-19 20:28:24;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0;pre-registro #5138847  #estoydispuestoalcambio  #quieroserconductor | taxi para tarija ciudad:tarija  |;mensaje de operador;Baja
azutaxi;cuenca;solicitud conductor;cliente pide x gusto la unidad;;;;2024-02-14 07:25:04;hashtag;1;solicitud conductor cliente pide x gusto la unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente no contesta mensajes;;;;2024-02-01 15:50:54;hashtag;1;solicitud conductor cliente no contesta mensajes;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no sé realiza la carrera;;;;2024-02-25 02:29:25;hashtag;2;solicitud conductor no sé realiza la carrera;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancela la carrera;;;;2024-04-17 06:42:56;hashtag;1;solicitud conductor cancela la carrera;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;llevó otro cliente;;;;2024-01-13 13:33:00;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente cancelar la solicitud;;;;2024-03-24 00:54:19;hashtag;1;solicitud conductor cliente cancelar la solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;actitud desagradable;;;;2024-04-27 11:06:46;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;no dale  no hay nadie hace  peder el tiempo;;;;2024-04-25 21:22:15;hashtag;1;solicitud conductor no dale  no hay nadie hace  peder el tiempo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pésimo cliente nunca salio y no contesta el celular;;;;2024-01-29 08:10:03;hashtag;1;solicitud conductor pésimo cliente nunca salio y no contesta el celular;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;el carro muy bajo de de quería q le lleve;;;;2024-03-24 12:49:40;hashtag;1;solicitud conductor el carro muy bajo de de quería q le lleve;otros problemas;Baja
ktaxi;loja;solicitud cliente;no llego;;;;2024-02-21 06:50:38;hashtag;1;solicitud cliente no llego;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;obsceno;;;;2024-03-27 16:56:25;hashtag;1;solicitud cliente obsceno;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;lanza la cajuela le digo que despacio que se puede remorder y vuele a lanzar cuando se baja debe ser delicado no le va a gustar que vaya a la casa de ellos a lanzar las puertas;desde web: se notifica al cliente sobre el comentario dejado por el conductor;;;2024-01-13 13:44:06;hashtag;1;solicitud conductor lanza la cajuela le digo que despacio que se puede remorder y vuele a lanzar cuando se baja debe ser delicado no le va a gustar que vaya a la casa de ellos a lanzar las puertas;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;taxímetro alterado;;;;2024-04-02 07:57:42;hashtag;1;solicitud cliente taxímetro alterado;problemas con el pago;Inmediata
ktaxi;cuenca;solicitud conductor;nunca salió;;;;2024-04-12 04:18:03;hashtag;1;solicitud conductor nunca salió;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mal cliente;;;;2024-03-30 21:30:05;hashtag;1;solicitud conductor mal cliente;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;se fue en otro taxi;;;;2024-02-02 14:33:25;hashtag;1;solicitud conductor se fue en otro taxi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no salio.;;;;2024-03-08 22:33:42;hashtag;1;solicitud conductor no salio.;otros problemas;Baja
azutaxi;azogues;solicitud cliente;actitud desagradable;;;;2024-04-22 12:50:48;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
ktaxi;loja;olvido de llaves ;disculpe talvez en su unidad no se quedaron una llaves hoy en la mañana;se deja mensaje a la cliente;-4.000693;-79.205799;2024-02-10 14:34:17;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;olvido de llaves  disculpe talvez en su unidad no se quedaron una llaves hoy en la mañana;objetos perdidos;Urgente
azutaxi;cuenca;solicitud conductor;no salw;;;;2024-04-20 16:00:01;hashtag;1;solicitud conductor no salw;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;llegué y no contesta;desde web: se revisó la carrera, para constatar la novedad;;;2024-04-06 16:30:15;hashtag;1;solicitud conductor llegué y no contesta;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;actitud desagradable  canceló solicitud;;;;2024-02-02 20:35:10;hashtag;1;solicitud cliente actitud desagradable  canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;mal servicio  actitud desagradable;;;;2024-05-04 17:46:51;hashtag;1;solicitud cliente mal servicio  actitud desagradable;problemas con el viaje;Alta
ktaxi;quevedo;solicitud conductor;se fue en una unidad que no era, yo llegue antes de los ciclos pero ya se había ido;;;;2024-03-08 18:40:41;hashtag;1;solicitud conductor se fue en una unidad que no era, yo llegue antes de los ciclos pero ya se había ido;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;nunca salio el cliente;;;;2024-04-10 22:32:49;hashtag;1;solicitud conductor nunca salio el cliente;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;canceló solicitud;;;;2024-01-31 13:07:11;hashtag;1;solicitud cliente canceló solicitud;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;creo que tiene el taxímetro adulterado, una carrera que a mí parecer tiene un costo excesivo, no tiene taxímetro convencional, si no digital y no vale  actitud desagradable;;;;2024-03-21 14:33:51;hashtag;1;solicitud cliente creo que tiene el taxímetro adulterado, una carrera que a mí parecer tiene un costo excesivo, no tiene taxímetro convencional, si no digital y no vale  actitud desagradable;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud conductor;no salio cancelo la carrera cuando llegue al lugar;;;;2024-02-09 10:36:19;hashtag;1;solicitud conductor no salio cancelo la carrera cuando llegue al lugar;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;"el taxista no ubica dirección y reconocer no saber las calles 
necesito explicación a cada momento pues no sabía cómo llegar.";;;;2024-04-08 08:34:16;hashtag;1;"solicitud cliente el taxista no ubica dirección y reconocer no saber las calles 
necesito explicación a cada momento pues no sabía cómo llegar.";problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud conductor;se va en otra unidad;;;;2024-05-04 03:16:13;hashtag;1;solicitud conductor se va en otra unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-04-13 07:56:53;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente  nunca llegó;desde web: se revisó la bitácora del conductor, caso no relevante;;;2024-04-09 11:15:41;hashtag;1;solicitud cliente llevó otro cliente  nunca llegó;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-02-13 17:59:58;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó  nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-24 12:53:51;hashtag;1;solicitud cliente nunca llegó  nunca llegó;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;pide la unidad se llega al lugar y selecciona cliente a bordo sin haberlo recogido;;;;2024-03-03 04:08:52;hashtag;1;solicitud conductor pide la unidad se llega al lugar y selecciona cliente a bordo sin haberlo recogido;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pésimo cliente se molesta xq quiere q gire a la izquierda en la escandon para salir a las américas xq.no quiere q de la vuelta x el redondel de la feria sabiendo q es prohibido ese giro pesimo;;;;2024-03-26 16:04:40;hashtag;1;solicitud conductor pésimo cliente se molesta xq quiere q gire a la izquierda en la escandon para salir a las américas xq.no quiere q de la vuelta x el redondel de la feria sabiendo q es prohibido ese giro pesimo;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;no abordo;;;;2024-04-16 16:19:50;hashtag;1;solicitud conductor no abordo;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;no contesta mensajes, ni llamadas;;;;2024-02-22 02:27:36;hashtag;1;solicitud conductor no contesta mensajes, ni llamadas;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;canceló solicitud;;;;2024-03-02 06:25:31;hashtag;2;solicitud cliente canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;nunca salió pesimo cliente;;;;2024-01-09 06:43:41;hashtag;1;solicitud conductor nunca salió pesimo cliente;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;mal la ubicación;;;;2024-03-13 15:48:56;hashtag;1;solicitud conductor mal la ubicación;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud conductor;no espera se va en otro taxi me retiro;;;;2024-01-09 12:00:24;hashtag;1;solicitud conductor no espera se va en otro taxi me retiro;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente no espera el tiempo se va .....;;;;2024-02-12 09:29:07;hashtag;1;solicitud conductor el cliente no espera el tiempo se va .....;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;se vaen otro taxi;;;;2024-04-19 07:46:49;hashtag;1;solicitud conductor se vaen otro taxi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;tenía un gato y lo escondió para no utilizar la app azumascota;;;;2024-04-28 13:46:09;hashtag;2;solicitud conductor tenía un gato y lo escondió para no utilizar la app azumascota;problemas con la cuenta/app;Alta
ktaxi;loja;solicitud conductor;no sale nada;;;;2024-02-12 09:46:16;hashtag;1;solicitud conductor no sale nada;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente no responde;;;;2024-02-28 16:32:19;hashtag;1;solicitud conductor el cliente no responde;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente  actitud desagradable  nunca llegó;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-11 17:16:31;hashtag;1;solicitud cliente llevó otro cliente  actitud desagradable  nunca llegó;problemas con el viaje;Alta
ktaxi;quevedo;solicitud cliente;uso teléfono hablo/chat;;;;2024-01-22 12:12:03;hashtag;2;solicitud cliente uso teléfono hablo/chat;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-05-01 04:53:53;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;hace perder el tiempo;;;;2024-04-10 18:13:58;hashtag;1;solicitud conductor hace perder el tiempo;otros problemas;Baja
ktaxi;ibarra;solicitud cliente;llevó otro cliente  nunca llegó;desde web: solicitud no atendida por el conductor;;;2024-04-14 19:19:37;hashtag;1;solicitud cliente llevó otro cliente  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;se va en ocho unidades estando llegando;;;;2024-05-03 09:58:52;hashtag;1;solicitud conductor se va en ocho unidades estando llegando;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;nunca llegó;desde web: se notifica al cliente que debe abordar cuando ya se encuentre en la unidad;;;2024-03-08 20:41:12;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;cobro inadecuado;;;;2024-02-13 20:09:06;hashtag;2;solicitud cliente cobro inadecuado;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-01-05 07:50:21;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;quevedo;solicitud conductor;cliente pesimo estaba borracha no se queria bajar del carro no pago bien la carrera y de paso haciendo pagar piso en la fabela;;;;2024-03-09 21:59:04;hashtag;1;solicitud conductor cliente pesimo estaba borracha no se queria bajar del carro no pago bien la carrera y de paso haciendo pagar piso en la fabela;problemas con el pago;Inmediata
ktaxi;loja;solicitud cliente;llevó otro cliente;;;;2024-04-04 12:03:54;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-03-09 21:20:39;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;pide uno sale hace esperar degana;;;;2024-02-24 22:00:41;hashtag;1;solicitud conductor pide uno sale hace esperar degana;problemas con el viaje;Alta
