Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación
ktaxi;santo domingo;solicitud cliente;el señor no está en la unidad que me sale los datos anda en otro taxi   vehículo incorrecto;null;null;null;2024-01-25 17:45:05;hashtag;1
azutaxi;cuenca;solicitud conductor;pesimo cliente;null;null;null;2024-04-25 09:26:56;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-02-17 12:02:13;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-02-27 08:43:51;hashtag;1
azutaxi;cuenca;solicitud cliente;bueno;null;null;null;2024-03-29 03:37:44;hashtag;2
azutaxi;cuenca;solicitud cliente;pésimo   nunca llegó;null;null;null;2024-03-09 15:55:23;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-02-15 21:58:01;hashtag;2
azutaxi;cuenca;solicitud conductor;el cliente nunca sale de su ubicación, pide unidades a modo de broma;null;null;null;2024-02-27 18:59:30;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-04-29 07:48:14;hashtag;1
ktaxi;riobamba;solicitud conductor;cliente no salio y cancelo la carrera;desde web: nos comunicamos con el usuario y le recordamos el uso correcto de la aplicación;null;null;2024-01-23 08:17:09;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió;null;null;null;2024-03-03 08:20:42;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela;null;null;null;2024-01-09 14:22:09;hashtag;1
azutaxi;cuenca;solicitud conductor;pide y no sale;null;null;null;2024-02-24 22:50:37;hashtag;1
azutaxi;cuenca;solicitud conductor;se le llama y no responde hace perder el tiempo;null;null;null;2024-02-25 20:12:51;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-04-27 19:04:16;hashtag;1
ktaxi;ambato;solicitud cliente;llevó otro cliente;null;null;null;2024-05-05 23:30:36;hashtag;1
ktaxi;santo domingo;solicitud conductor;puso mal la ubicación;null;null;null;2024-03-08 18:23:02;hashtag;1
ktaxi;quevedo;reserva;reservar un taxi;null;-1.055231;-79.463522;2024-05-02 00:59:42;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
ktaxi;loja;solicitud cliente;no llego  nunca llegó;null;null;null;2024-03-26 12:30:42;hashtag;1
azutaxi;cuenca;solicitud conductor;no salió no responde mensajes y al llamar no contesta;desde web: se revisa la carrera y el hsitorial;null;null;2024-04-05 21:02:02;hashtag;1
azutaxi;cuenca;solicitud conductor;ya en el lugar;null;null;null;2024-04-19 10:33:45;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente se ha ido;null;null;null;2024-04-20 00:54:55;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llego  nunca llegó;null;null;null;2024-03-04 18:03:55;hashtag;1
azutaxi;cuenca;solicitud conductor;no espera el tiempo dado;null;null;null;2024-04-08 13:20:03;hashtag;1
ktaxi;ambato;solicitud cliente;nunca llegó;desde web: se notifica a la cliente que debe esperar el tiempo asignado por el conductor;null;null;2024-01-22 07:50:45;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-02-02 14:01:08;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela la carrera cuando me encuentro en el lugar;desde web: no hay mayor número de carreras canceladas;null;null;2024-01-19 14:00:54;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no espera se fue en otro taxi estaba dentro del tiempo asignado;null;null;null;2024-02-10 12:23:40;hashtag;1
azutaxi;cuenca;solicitud conductor;pésimo cliente nunca salió;null;null;null;2024-03-14 10:33:41;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-01-09 11:24:33;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale no ocupa el servicio no;null;null;null;2024-05-05 12:44:24;hashtag;1
azutaxi;cuenca;solicitud cliente;bueno;null;null;null;2024-03-19 18:27:39;hashtag;2
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-03-21 20:45:38;hashtag;2
clipp;loja;solicitud conductor;no me pagó;null;null;null;2024-01-08 21:04:09;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale nadie me retiro;null;null;null;2024-01-27 21:10:52;hashtag;1
azutaxi;cuenca;solicitud cliente;cobro inadecuado;null;null;null;2024-04-10 15:56:33;hashtag;2
azutaxi;cuenca;solicitud conductor;dos clientes hebrios altaneros prepotentes actitud desagradable y exigente;null;null;null;2024-01-26 22:32:07;hashtag;1
azutaxi;cuenca;solicitud cliente;no esperó;null;null;null;2024-02-27 23:08:53;hashtag;1
azutaxi;cuenca;solicitud conductor;no salio cliente;null;null;null;2024-01-30 08:10:46;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-17 16:52:11;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-01-01 10:06:35;hashtag;1
ktaxi;latacunga;pre-registro;#0501659908  #estoydispuestoalcambio  #quieroserconductor | gracias por aceptar como conductor ktaxi;desde web: contacto duplicado ya se atendio al cliente;-0.951698;-78.603896;2024-01-17 07:42:45;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-01-27 08:21:42;hashtag;1
pinos chiclayo;null;pre-registro;#73419002  #estoydispuestoalcambio  #quieroserconductor | necesito la oportunidad de trabajar para poder pagar mis estudios.ciudad:chiclayo  |;null;-6.769297;-79.836411;2024-04-05 12:00:41;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud cliente;nunca llegó el hp;null;null;null;2024-03-12 11:34:33;hashtag;1
azutaxi;cuenca;solicitud conductor;no contesta el teléfono;null;null;null;2024-02-28 23:05:35;hashtag;1
azutaxi;cuenca;solicitud conductor;no say;null;null;null;2024-04-04 12:27:30;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no sale ni contesta la llamada;null;null;null;2024-01-19 17:09:28;hashtag;1
azutaxi;cuenca;solicitud cliente;no cobra lo q es;null;null;null;2024-04-18 13:43:21;hashtag;1
azutaxi;cuenca;solicitud conductor;este cliente hace esperar tanto tiempo y no sale no contesta ni el teléfono;desde web: se observa el historial y carrera del cliente;null;null;2024-04-06 08:48:09;hashtag;1
ktaxi;ambato;solicitud conductor;no salió estoy espersndo;null;null;null;2024-02-04 20:18:23;hashtag;1
ktaxi;ambato;solicitud cliente;el vehículo llegó y se fue sin antes subirse el pasajero;desde web: se  notifica al conductor que valide los nombres del usuario antes que aborde la unidad con eso evita malos comentarios;null;null;2024-04-15 20:08:19;hashtag;1
azutaxi;cuenca;solicitud conductor;no hay respuesta del cliente al llegar al lugar;null;null;null;2024-02-03 18:30:57;hashtag;1
azutaxi;cuenca;solicitud conductor;pude y luego cancela;null;null;null;2024-03-25 17:35:27;hashtag;1
azutaxi;cuenca;solicitud conductor;hasta cuando? se le llama alcliente y dice que esta unas cuadras mas abajo, que vaya y no me demore ninun minuto y se larga en otra unidad !!!;null;null;null;2024-04-23 16:33:34;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-04-21 19:37:15;hashtag;1
ktaxi;ambato;solicitud conductor;clienta se va en otro taxi;desde web: se notifica al cliente que debe abordar cuando ya se encuentre en la unidad;null;null;2024-04-19 09:37:42;hashtag;1
azutaxi;cuenca;solicitud cliente;velocidad excesiva  llevó otro cliente  vehículo incorrecto  actitud desagradable  canceló solicitud  nunca llegó;desde web: se revisó la bitácora del conductor, caso no relevante;null;null;2024-04-09 17:42:06;hashtag;1
azutaxi;cuenca;solicitud conductor;el pasajero nunca salió;null;null;null;2024-04-26 16:05:43;hashtag;1
azutaxi;cuenca;eliminar cuenta;estoy fuera de cuenca.;null;14.595620;-90.511041;2024-03-31 17:08:16;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;pésimo. pésimo. pesimo. pésimo. pesimo. pésimo nunca salió;null;null;null;2024-05-02 23:23:20;hashtag;1
azutaxi;cuenca;solicitud conductor;el ckiente esta otro lugar y no contesta pesimo cliente meretiro del lugar;null;null;null;2024-04-07 21:07:36;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente coloca mal la dirección y no ayuda para poder dirijirme y cancela solicitud me retiro;null;null;null;2024-04-10 22:40:35;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-04-27 17:33:17;hashtag;2
ktaxi;loja;solicitud cliente;canceló solicitud;null;null;null;2024-02-09 16:49:02;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-05-06 07:57:38;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-04-16 07:29:39;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-06 15:38:10;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-25 20:18:32;hashtag;1
ktaxi;loja;solicitud conductor;no salio;null;null;null;2024-01-24 12:36:27;hashtag;1
azutaxi;cuenca;solicitud conductor;no paga lo que salió hasta en la aplicación salió igual 2.20;null;null;null;2024-02-02 07:50:25;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-03-08 17:57:09;hashtag;2
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-24 21:55:57;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salio;null;null;null;2024-03-02 23:24:46;hashtag;2
ktaxi;ambato;solicitud conductor;bien;null;null;null;2024-02-11 12:24:04;hashtag;2
azutaxi;cuenca;solicitud conductor;no salio;null;null;null;2024-04-10 15:23:08;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-02-20 04:32:54;hashtag;1
ktaxi;quevedo;solicitud conductor;cliente no paga lo que se pide a la maná;null;null;null;2024-02-29 11:59:04;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-23 23:52:31;hashtag;1
azutaxi;cuenca;solicitud conductor;mal cliente se encuentra en otra ubicación;null;null;null;2024-04-14 17:52:09;hashtag;1
azutaxi;cuenca;solicitud conductor;no se encuentra en el lugar indicado. telefono con numero incorrecto;null;null;null;2024-03-14 19:56:44;hashtag;1
azutaxi;cuenca;solicitud cliente;velocidad excesiva;null;null;null;2024-04-18 23:56:24;hashtag;1
azutaxi;cuenca;solicitud conductor;hace esperar 10 minutos y luego pide q le espere otros 10 me retiro;null;null;null;2024-01-20 07:39:14;hashtag;1
azutaxi;cuenca;solicitud conductor;mal clienta;null;null;null;2024-01-18 13:05:52;hashtag;1
ktaxi;loja;solicitud conductor;tomar en cuenta por favor cliente cancela cuando esté a una cuadra de la ubicación y vengo desde lejos;null;null;null;2024-04-17 09:09:10;hashtag;1
ktaxi;loja;solicitud cliente;estaba ocupado;null;null;null;2024-02-25 22:58:49;hashtag;1
ktaxi;santo domingo;solicitud cliente;nunca llegó;null;null;null;2024-04-20 13:47:08;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-27 18:43:56;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente falso estoy en el lugar no responde los mensajes y mucho menos las llamadas y coloca que esta abordo;null;null;null;2024-02-17 12:20:45;hashtag;1
ktaxi;loja;solicitud cliente;.;null;null;null;2024-05-02 19:09:04;hashtag;1
ktaxi;ambato;solicitud cliente;cobro excesivo   vehículo incorrecto  actitud desagradable;null;null;null;2024-02-12 00:34:45;hashtag;1
ktaxi;loja;solicitud conductor;gghjjjjjjkjjj;null;null;null;2024-02-03 20:29:38;hashtag;2
ktaxi;riobamba;solicitud conductor;pésimo el cliente no sale;desde web: nos comunicamos con el usuario y le recordamos el uso correcto de la aplicación;null;null;2024-02-26 20:44:19;hashtag;1
ktaxi;ambato;solicitud conductor;ya se ha ido;desde web: se notifica  al conductor que debe asignar tiempos adecuados con eso evita que el cliente le cancele la carrera;null;null;2024-01-01 05:51:57;hashtag;1
ktaxi;ambato;solicitud cliente;llevó otro cliente;desde web: se  notifica al conductor que valide los nombres del usuario antes que aborde la unidad con eso evita malos comentarios;null;null;2024-03-05 12:58:22;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-11 09:26:21;hashtag;1
ktaxi;ambato;solicitud conductor;el cliente toma otro taxi hace pasar el tiempo y gastar recursos debería ser bloqueado;desde web: se notifica al cliente que debe estar pendiente de la unidad asignada tanto el tiempo asignado como en su recorrido;null;null;2024-04-14 19:02:35;hashtag;1
azutaxi;cuenca;llamada a conductor desde historial;olvido de pertenencia;desde web: se atendió el caso con el otro sistema;-2.895729;-78.985528;2024-04-27 12:46:10;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
azutaxi;cuenca;solicitud cliente;llevó otro cliente;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-13 21:14:29;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale, no responde al telefono;null;null;null;2024-03-31 11:44:06;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-02-25 14:36:00;hashtag;1
azutaxi;cuenca;solicitud conductor;cancelo la solicitud;null;null;null;2024-01-13 16:42:25;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-25 09:55:30;hashtag;1
ecutaxi;santo domingo;solicitud conductor;aplicación de juego;null;null;null;2024-01-28 03:09:27;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-05-04 15:29:03;hashtag;1
ktaxi;loja;solicitud cliente;no confirma;null;null;null;2024-03-01 18:19:42;hashtag;1
ktaxi;loja;solicitud conductor;mal educada se fue en otra unidad;null;null;null;2024-01-24 23:41:20;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale el cliente;null;null;null;2024-04-12 21:27:51;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-24 07:45:40;hashtag;1
ktaxi;ambato;solicitud cliente;llevó otro cliente;desde web: se notifica a la cliente que debe esperar el tiempo asignado por el conductor;null;null;2024-04-20 22:43:32;hashtag;1
ktaxi;loja;solicitud conductor;informa que está abordo y no;desde web: solicitud cancelada por el cliente;null;null;2024-01-15 05:05:14;hashtag;1
ktaxi;loja;solicitud conductor;cliente no espera pesimo mas ace pasar tiempo;null;null;null;2024-03-04 12:00:27;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-17 16:53:48;hashtag;1
azutaxi;cuenca;solicitud conductor;clienta exigente.;null;null;null;2024-02-11 19:49:30;hashtag;2
azutaxi;cuenca;solicitud conductor;mala aptitud;null;null;null;2024-05-05 00:11:11;hashtag;1
azutaxi;cuenca;solicitud conductor;aa final no sale;null;null;null;2024-03-21 12:06:40;hashtag;1
unitaxi;machachi;eliminar cuenta;no hay taxis en mi ciudad;null;-0.512771;-78.573361;2024-01-02 21:07:19;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora del conductor, caso no relevante;null;null;2024-04-09 10:51:59;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale;null;null;null;2024-03-30 23:11:42;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no espera;null;null;null;2024-01-27 03:58:53;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale;null;null;null;2024-02-24 02:14:16;hashtag;1
azutaxi;cuenca;olvido de cosas ;olvide una funda;null;-2.892466;-78.958876;2024-01-27 13:09:19;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;se a ido en otra unidad bloquear;null;null;null;2024-03-30 20:15:27;hashtag;1
clipp;loja;solicitud cliente;"piso y ventanas; vehículo sucio";null;null;null;2024-02-28 22:33:17;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente se va en otro taxi;null;null;null;2024-04-13 05:16:42;hashtag;1
ktaxi;quevedo;solicitud conductor;ya no respondió llegué al punto, sin respuesta, hice llamadas.;null;null;null;2024-03-02 10:07:42;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no grato majadero y mal educado;null;null;null;2024-02-09 17:21:30;hashtag;1
azutaxi;cuenca;taxi ;cancha sintética;null;-2.913625;-79.032740;2024-04-22 15:43:14;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-04-26 15:04:18;hashtag;1
azutaxi;cuenca;solicitud conductor;sw demora wn salir;null;null;null;2024-04-25 14:33:33;hashtag;2
ktaxi;loja;solicitud conductor;no hay paso x ahii;null;null;null;2024-04-22 13:32:08;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente no sale demasiado tiempo de espera;null;null;null;2024-01-29 07:20:40;hashtag;1
azutaxi;cuenca;solicitud conductor;me hace esperar y no sale;null;null;null;2024-01-07 03:22:53;hashtag;1
ktaxi;ambato;solicitud conductor;para que pide taxi;desde web: conductor le informa al cloente que hay trafico e indica que si la va esperar pero no lo hace;null;null;2024-04-10 08:46:34;hashtag;1
